tur-pa-9001 | T.8.3.18 | z2 | k0 | Bir kentin sesleri, o kentin saatini tutar. Sabahın ilk ışığında simit tezgâhının tıkırtısı duyulur; öğleye doğru sesler kalabalı… | ✓Kentteki en yüksek ses vapur düdüğüdür.
tur-pa-9111 | T.8.3.21 | z2 | k0 | Bir sokakta yan yana duran iki apartman aynı yıl yapılmıştır. Birinde su faturası daire sayısına bölünür; herkes aynı tutarı öder… | ✓Tek başına yaşayan komşu, sayaçlı düzende da…
tur-pa-9112 | T.8.3.18 | z2 | k0 | Fen kulübünde yağmur ölçer yapma işini ben üstlendim. Üstü kesilmiş bir pet şişe kullandım; kestiğim huni biçimindeki parçayı ter… | ✓Ölçerin yapımının ne kadar sürdüğüne
tur-pa-9113 | T.8.3.32 | z2 | k0 | Bir okulun kantininde görevli, hangi ürünün ne kadar ilgi gördüğünü öğrenmek için bir hafta boyunca kayıt tuttu. Her gün satılan … | ✓En çok satılan su, gelirde ötekilerin tümünü…
tur-pa-9114 | T.8.3.17 | z2 | k0 | Telefona yeni bir uygulama kurduğunda ekrana küçük bir pencere gelir: kameraya, mikrofona, rehbere erişim izni ister. Bu pencerey… | ✓Her izin, uygulamanın yaptığı işle bağlantıs…
tur-pa-9115 | T.8.3.34 | z2 | k0 | Bilinmeyen bir yazıyı çözmek, kapısı kilitli bir odanın içini merak etmeye benzer. İşaretleri görürsünüz, saymakla da bitiremezsi… | ✓Benzetme
tur-pa-9116 | T.8.3.25 | z2 | k0 | Aynı dağın iki yamacı birbirinden farklı iki dünyadır. Kuzey yarım kürede güneye bakan yamaç gün boyunca daha çok güneş alır; top… | ✓Bir yamaçta yetişen bitkiyi, o yamacın baktı…
tur-pa-9117 | T.8.3.11 | z2 | k0 | Kuruyemişçinin vitrini sokaktan bakınca bir renk sırasıdır. En altta iri, açık kahverengi fındıklar durur; onların üstünde koyu k… | ✓Betimleyici anlatım
tur-pa-9118 | T.8.3.19 | z2 | k0 | Bu yıl öğretmenimiz oturma düzenini her ay değiştirmeye başladı. İlk duyduğumda itiraz edenlerden biri bendim; üç yıldır aynı sır… | ✓Yer Değiştikçe Çoğalan Tanıdıklar
tur-pa-9119 | T.8.3.21 | z3 | k0 | Sekizinci sınıflar okul şenliğinde limonata satmaya karar verdi. Bardağın fiyatını belirlemek için toplandılar; ilk öneri on lira… | ✓İlk kararlarının hesaba değil sezgiye dayand…
tur-pa-9120 | T.8.3.18 | z3 | k0 | Fırından aldığınız bir ekmeğin fiyatı, içindeki unun fiyatı değildir. O sayının içinde birkaç ayrı kalem yan yana durur. Birincis… | ✓Farklı fırınlarda satılan ekmeklerin ağırlık…
tur-pa-9201 | T.8.3.19 | z1 | k0 | Salyangoz, ayağının altından salgıladığı kaygan bir sıvının üstünde kayarak ilerler. Bu sıvı, sürtünmeyi azaltarak yol almasını k… | ✓Salyangozun Çok İşe Yarayan Sıvısı
tur-pa-9202 | T.8.3.17 | z1 | k0 | Satranç turnuvalarında masada iki kadranlı bir saat bulunur. Hamlesini yapan oyuncu düğmeye basar; kendi saati durur, rakibininki… | ✓Satrançta süreyi doğru paylaştırmak da iyi h…
tur-pa-9203 | T.8.3.18 | z1 | k0 | Karadeniz kemençesi, dar ve uzun gövdeli, üç telli, yaylı bir çalgıdır. Çalan kişi onu dizinin üstünde dik tutar ve yayı teller ü… | ✓Gövdesinin hangi ağaçtan yapıldığına
tur-pa-9204 | T.8.3.19 | z1 | k0 | Yüzyıllar boyunca önemli mektuplar mühürle kapatıldı. Kâğıt katlanır, kenarına eritilmiş mum damlatılır, mum sertleşmeden üstüne … | ✓Kırılmamış Mühür, Okunmamış Mektup
tur-pa-9205 | T.8.3.17 | z1 | k0 | Bisikletimin zinciri birkaç gündür takılıyordu; yenisini almaya karar verip tamirciye gittim. Tamirci önce pedalı eliyle yavaşça … | ✓Bir arızayı gidermeden önce onun kaynağını b…
tur-pa-9206 | T.8.3.19 | z1 | k0 | Kilden biçimlendirilen bir çömlek, fırına girmeden önce günlerce gölgede kurutulur. Acele edilip nemli hâlde fırına konursa içind… | ✓Fırından Önce Sabırla Kurutmak
tur-pa-9207 | T.8.3.18 | z1 | k0 | Birçok uygulama, hesaba girerken şifrenin yanında telefona gönderilen tek kullanımlık bir kod da ister. Buna iki adımlı doğrulama… | ✓Şifre ele geçse bile hesaba izinsiz girilmes…
tur-pa-9208 | T.8.3.21 | z1 | k0 | Ormanda yerden çıkmış bir mantar gördüğümüzde canlının tamamını gördüğümüzü sanırız. Oysa mantarın asıl gövdesi toprağın altındad… | ✓Görünen şapkalı kısmın, canlının geçici bir …
tur-pa-9209 | T.8.3.19 | z1 | k0 | Yelkenli bir tekne yalnızca rüzgârı arkasına aldığında ilerlemez. Yelkenci, yelkenin açısını rüzgâra göre ayarlayarak rüzgâr yand… | ✓Yelkeni Rüzgâra Göre Ayarlamak
tur-pa-9210 | T.8.3.17 | z1 | k0 | Selin, alt kattaki Nuran Hanım'a görüntülü aramayı öğretmek istedi. İlk gün telefonu kendi eline aldı, düğmeleri hızlıca gösterdi… | ✓Beceri kazanmak için yalnızca izlemek yetmez…
tur-pa-9211 | T.8.3.19 | z2 | k0 | Osmanlı Devleti'nde acele bir haberi uzak bir kente ulaştırmak ulakların işiydi. Önemli yollar üzerinde, belirli aralıklarla menz… | ✓Durak Durak Hızlanan Haber
tur-pa-9212 | T.8.3.17 | z2 | k0 | Dört kişilik kürek teknemizde en güçlü sporcu ben değilim, ama ilk yarışlarda en çok ben asılıyordum. Küreğimi herkesten derine d… | ✓Kürek teknesinde hız, bütün sporcuların aynı…
tur-pa-9213 | T.8.3.18 | z2 | k0 | Yağlı bir tabak yalnızca suyla yıkandığında yağ, suyla karışmadığı için tabakta kalır. Ne kadar ovalarsak ovalayalım, yağ tabağın… | ✓Sabunun ılık suda daha iyi temizlediğine
tur-pa-9214 | T.8.3.21 | z2 | k0 | Belediye arşivinde, yüz yıl önce mahallemizde yaşamış insanların yazdığı dilekçeleri inceledim. Biri çeşmenin suyunun azaldığında… | ✓Geçmişteki sıradan insanları bugüne yaklaştı…
tur-pa-9215 | T.8.3.19 | z2 | k0 | Hattatlar yazıya başlamadan önce kalemlerini kendileri hazırlar. Kurutulmuş kamış, keskin bir bıçakla yontulur; ucu, yazılacak ya… | ✓Güzel Yazı Kalemin Ucunda Başlar
tur-pa-9216 | T.8.3.17 | z2 | k0 | Kesilmiş bir ağaç gövdesine bakınca iç içe halkalar görülür. Her halka, ağacın bir yıllık büyümesini gösterir; bu yüzden halkalar… | ✓Ağaç halkaları yalnızca yaşı değil, geçmişte…
tur-pa-9217 | T.8.3.18 | z2 | k0 | Telefonumdaki fotoğrafları yıllarca yalnızca telefonda tuttum. Telefon yere düşüp bir daha açılmayınca iki yılın fotoğrafları git… | ✓Kopyalardan biri zarar görse bile ötekilerin…
tur-pa-9218 | T.8.3.19 | z2 | k0 | Mahallemizdeki pazara annemle hep akşamüstü gideriz. Pazar kapanmaya yaklaşınca satıcılar, ertesi güne dayanmayacak domates, maru… | ✓Pazarın Son Saatinde Kazanan İki Taraf
tur-pa-9219 | T.8.3.17 | z2 | k0 | Masa tenisi turnuvasındaki ilk maçımda ilk seti kolayca kaybettim. Set arasında antrenörüm yanıma gelip tek bir soru sordu: "Raki… | ✓Bir maçta rakibi gözlemek, kendi oyununu oyn…
tur-pa-9220 | T.8.3.18 | z2 | k0 | Bağlamaya nota bilmeden, kulaktan başladım. Dedemin çaldığı türküleri dinler, perdeleri deneye yanıla bulurdum. Bu yöntem yavaştı… | ✓Küçük ses farklarını hemen fark edebilen bir…
tur-pa-9221 | T.8.3.21 | z2 | k0 | Sonbaharda bahçemize gelen kirpiyi görünce hemen ona süt vermek istedim. Veteriner komşumuz beni durdurdu: Kirpiler sütü sindirem… | ✓Kirpiye yardım etmenin, onun doğal ihtiyaçla…
tur-pa-9222 | T.8.3.19 | z3 | k0 | Orman yangınlarıyla mücadelede ilk dakikalar belirleyicidir. Başlangıçta birkaç kova suyla söndürülebilecek bir ateş, kuru otlar … | ✓Ormanı Kurtaran Erken Bakış
tur-pa-9223 | T.8.3.17 | z3 | k0 | Işıkları söndürülmüş bir odaya girdiğimizde önce hiçbir şey göremeyiz; birkaç dakika sonra eşyaların hatları yavaş yavaş belirmey… | ✓Gözün karanlığa alışması uzun süren ve kolay…
tur-pa-9224 | T.8.3.18 | z3 | k0 | Anneannem yıllarca mahallemizde terzilik yaptı; ben de çocukluğumun yazlarını onun dikiş odasında geçirdim. Bir elbiseyi daraltma… | ✓Anneannenin dikiş odasını kapatmasının neden…
tur-pa-9225 | T.8.3.21 | z3 | k0 | Okulumuza üç boyutlu yazıcı geldiği hafta herkes bir şey bastırmak için sıraya girdi. Anahtarlıklar, küçük hayvan figürleri, adla… | ✓Bir aracın değerinin, ürettiklerinin sayısıy…
tur-pa-9301 | T.8.3.16 | z1 | k0 | Kutup ayısı uzaktan bembeyaz görünür. Oysa kürkünü oluşturan kılların bir rengi yoktur; bu kıllar saydamdır ve güneş ışığını yans… | ✓Kutup ayısının beyaz görünmesinin nedeni
tur-pa-9302 | T.8.3.17 | z1 | k0 | Kaykayla ilk kez rampaya çıktığım gün arkadaşlarım bana kaymayı değil, düşmeyi gösterdi. Dizlerinin üstüne kayarak, avuçlarını ye… | ✓Kaykaya başlayan biri önce doğru düşmeyi öğr…
tur-pa-9303 | T.8.3.19 | z1 | k0 | Bir dikiş iğnesini mıknatısın aynı ucuyla, hep aynı yönde yirmi kez sıvazlayın. Sonra iğneyi küçük bir mantar parçasının üstüne y… | ✓Evde Basit Bir Pusula Yapmak
tur-pa-9304 | T.8.3.18 | z1 | k0 | Origami, kâğıdı kesmeden ve yapıştırmadan yalnızca katlayarak biçim oluşturma sanatıdır. Modellerin çoğu tek bir kare kâğıtla baş… | ✓Katlamada kullanılan kâğıdın kalınlığına
tur-pa-9305 | T.8.3.11 | z1 | k0 | Ela otobüsten indiğinde yağmur yeni başlamıştı. Şemsiyesini açmaya uğraşırken rüzgâr onu ters çevirdi. Koşarak karşıdaki fırının … | ✓Öyküleme
tur-pa-9306 | T.8.3.34 | z1 | k0 | Kurbağa ile kara kurbağası birbirine çok benzer ama yaşayışları farklıdır. Kurbağanın derisi ıslak ve pürüzsüzdür; suyun yakınınd… | ✓Karşılaştırma
tur-pa-9307 | T.8.3.16 | z2 | k0 | Keçe, dokuma tezgâhına ihtiyaç duyulmadan yapılan bir kumaştır. Önce yün tarakla açılıp kabartılır ve bir hasırın üstüne kat kat … | ✓Yünün dokuma yapılmadan kumaşa dönüşmesi
tur-pa-9308 | T.8.3.17 | z2 | k0 | Pencerenin önündeki domates fideleri uzayıp incelmeye başlayınca önce toprağı suçladım. Gübre aldım, sulamayı azalttım, tohumları… | ✓Aranan cevap, baştan beri göze çarpan belirt…
tur-pa-9309 | T.8.3.18 | z2 | k0 | Bir afişin köşesindeki kare kod, gelişigüzel serpiştirilmiş siyah beyaz noktalardan oluşuyor gibi görünür. Oysa kodun üç köşesind… | ✓Küçük bir kısmı zarar görse de tamamen okuna…
tur-pa-9310 | T.8.3.19 | z2 | k0 | Yüzme yarışının son metrelerinde Ada ile yan kulvardaki yüzücü duvara neredeyse aynı anda dokundu. Tribün birden sessizleşti; her… | ✓Aynı Anda Dokunan İki El
tur-pa-9311 | T.8.3.21 | z2 | k0 | (I) Kentimizin en yüksek tepesindeki taş su kulesi 1936 yılında yapılmış. (II) Kule, kentin yeni su deposu açılınca yirmi yıl önc… | ✓IV
tur-pa-9312 | T.8.3.11 | z2 | k0 | Bazıları, derste kalem ve defter yerine tablet kullanmanın not almayı kolaylaştıracağını söylüyor. Bu görüşe katılmak zor. Klavye… | ✓Tartışma
tur-pa-9313 | T.8.3.34 | z2 | k0 | Uyku, gün boyu dağılan bir odanın akşam toplanmasına benzer. Gündüz öğrendiklerimiz, zihnin içine gelişigüzel bırakılmış eşyalar … | ✓Benzetme
tur-pa-9314 | T.8.3.25 | z2 | k0 | Çöl denince çoğumuzun aklına kum tepeleri gelir. Oysa yeryüzündeki çöllerin büyük bölümü kumla değil; çakıl, taş ve kayalık düzlü… | ✓Üstelik bazı çöller sıcak değil, yıl boyu so…
tur-pa-9315 | T.8.3.18 | z2 | k0 | Bu yıl okulun bandosuna trampetçi olarak katıldım. İlk haftalarda sopaları tutuşumu düzeltmekle uğraştık; bileğim kolumdan önce y… | ✓Bandoya neden katılmak istediğine
tur-pa-9316 | T.8.3.17 | z2 | k0 | Bir iletinin ilk cümlesi, çoğu zaman onun nasıl okunacağını belirler. “Sana kızgın değilim ama…” diye başlayan bir iletiyi okuyan… | ✓Bir iletinin nasıl anlaşılacağını ilk cümles…
tur-pa-9317 | T.8.3.16 | z3 | k0 | Okurken anlamını bilmediğin bir sözcükle karşılaştığında iki yol seçebilirsin. Birincisi sözlüğe bakmaktır. Sözlük sana sözcüğün … | ✓Bilinmeyen sözcükte iki yolun birlikte kulla…
tur-pa-9318 | T.8.3.17 | z3 | k0 | Kamyon kapıdan uzaklaşınca boşalan odama son bir kez girdim. Duvarda, yıllarca dolabın arkasında kalmış açık renkli bir dikdörtge… | ✓Yeniye duyulan sevinçle geride kalana duyula…
tur-pa-9319 | T.8.3.18 | z3 | k0 | Dünya'nın çevresinde yalnızca çalışan uydular dönmez. Görevini tamamlamış uydular, roketlerden kopan parçalar, hatta bir astronot… | ✓Yörüngedeki çöplerin tamamı, işlevini yitirm…
tur-pa-9320 | T.8.3.19 | z3 | k0 | Bisiklet sürmeyi öğrenen bir çocuğun önünde genellikle iki yol vardır. Birincisinde arka tekerleğin iki yanına küçük yardımcı tek… | ✓Bisiklete Önce Dengeyle Başlamak
tur-pa-9321 | T.8.3.21 | z3 | k0 | Apartmanımızın bodrumuna geçen yıl bir raf kuruldu. Üzerinde matkap, merdiven, bahçe makası, çadır gibi herkesin yılda birkaç kez… | ✓Paylaşımı yararlı bulmakla birlikte yalnızca…
tur-pa-9322 | T.8.3.23 | z3 | k0 | I. Metin Kargalar, kuşlar arasında sorun çözme becerisiyle öne çıkar. Yapılan deneylerde bazı kargaların, dar bir borunun dibinde… | ✓İkisinde de kargaların önlerindeki bir engel…
tur-pa-9323 | T.8.3.25 | z3 | k0 | (I) Obruk, yerin birdenbire çökmesiyle oluşan, çoğunlukla yuvarlak ağızlı ve dik duvarlı derin bir çukurdur. (II) Yağmur suyu top… | ✓IV
tur-pa-9324 | T.8.3.23 | z4 | k0 | I. Metin İlçemizde dün sabah saat 07.10'da başlayan elektrik kesintisi yaklaşık üç saat sürdü. Dağıtım şirketinden yapılan açıkla… | ✓İki metinde de olayın ne kadar sürdüğü açıkç…
tur-pa-9325 | T.8.3.21 | z4 | k0 | Ezber, eğitimle ilgili konuşmalarda çoğu zaman kötü bir sözcük gibi kullanılır. Ezber yapan öğrenci tembel, anlayan öğrenci çalış… | ✓Ezber, anlamanın yerini tuttuğunda değil, on…
